Date,State,Consumer_Price_Index
24-04-2011,Goa,103.9
24-04-2011,Kerala,107.1
24-04-2011,Tamil Nadu,103.9
25-04-2011,Himachal Pradesh,104.3
25-04-2011,Punjab,104.5
25-04-2011,Chandigarh,103.9
25-04-2011,Uttarakhand,103.9
25-04-2011,Haryana,105
25-04-2011,Rajasthan,103.8
25-04-2011,Uttar Pradesh,104.5
25-04-2011,Bihar,104.1
25-04-2011,Sikkim,103.4
25-04-2011,Arunachal Pradesh,102.9
25-04-2011,Nagaland,102.9
25-04-2011,Manipur,103.8
25-04-2011,Mizoram,105.8
25-04-2011,Tripura,105
25-04-2011,Meghalaya,104.8
25-04-2011,Assam,103.8
25-04-2011,West Bengal,104.8
25-04-2011,Jharkhand,104.9
25-04-2011,Odisha,105
25-04-2011,Chhattisgarh,103.9
25-04-2011,Madhya Pradesh,104.1
25-04-2011,Gujarat,105.4
25-04-2011,Maharashtra,104.7
25-04-2011,Andhra Pradesh,103.1
25-04-2011,Karnataka,104.8
25-04-2011,Goa,103.9
25-04-2011,Kerala,107.1
25-04-2011,Tamil Nadu,103.9
26-04-2011,Himachal Pradesh,104.3
26-04-2011,Punjab,104.5
26-04-2011,Chandigarh,103.9
26-04-2011,Uttarakhand,103.9
26-04-2011,Haryana,105
26-04-2011,Rajasthan,103.8
26-04-2011,Uttar Pradesh,104.5
26-04-2011,Bihar,104.1
26-04-2011,Sikkim,103.4
26-04-2011,Arunachal Pradesh,102.9
26-04-2011,Nagaland,102.9
26-04-2011,Manipur,103.8
26-04-2011,Mizoram,105.8
26-04-2011,Tripura,105
26-04-2011,Meghalaya,104.8
26-04-2011,Assam,103.8
26-04-2011,West Bengal,104.8
26-04-2011,Jharkhand,104.9
26-04-2011,Odisha,105
26-04-2011,Chhattisgarh,103.9
26-04-2011,Madhya Pradesh,104.1
26-04-2011,Gujarat,105.4
26-04-2011,Maharashtra,104.7
26-04-2011,Andhra Pradesh,103.1
26-04-2011,Karnataka,104.8
26-04-2011,Goa,103.9
26-04-2011,Kerala,107.1
26-04-2011,Tamil Nadu,103.9
27-04-2011,Himachal Pradesh,104.3
27-04-2011,Punjab,104.5
27-04-2011,Chandigarh,103.9
27-04-2011,Uttarakhand,103.9
27-04-2011,Haryana,105
27-04-2011,Rajasthan,103.8
27-04-2011,Uttar Pradesh,104.5
27-04-2011,Bihar,104.1
27-04-2011,Sikkim,103.4
27-04-2011,Arunachal Pradesh,102.9
27-04-2011,Nagaland,102.9
27-04-2011,Manipur,103.8
27-04-2011,Mizoram,105.8
27-04-2011,Tripura,105
27-04-2011,Meghalaya,104.8
27-04-2011,Assam,103.8
27-04-2011,West Bengal,104.8
27-04-2011,Jharkhand,104.9
27-04-2011,Odisha,105
27-04-2011,Chhattisgarh,103.9
27-04-2011,Madhya Pradesh,104.1
27-04-2011,Gujarat,105.4
27-04-2011,Maharashtra,104.7
27-04-2011,Andhra Pradesh,103.1
27-04-2011,Karnataka,104.8
27-04-2011,Goa,103.9
27-04-2011,Kerala,107.1
27-04-2011,Tamil Nadu,103.9
28-04-2011,Himachal Pradesh,104.3
28-04-2011,Punjab,104.5
28-04-2011,Chandigarh,103.9
28-04-2011,Uttarakhand,103.9
28-04-2011,Haryana,105
28-04-2011,Rajasthan,103.8
28-04-2011,Uttar Pradesh,104.5
28-04-2011,Bihar,104.1
28-04-2011,Sikkim,103.4
28-04-2011,Arunachal Pradesh,102.9
28-04-2011,Nagaland,102.9
28-04-2011,Manipur,103.8
28-04-2011,Mizoram,105.8
28-04-2011,Tripura,105
28-04-2011,Meghalaya,104.8
28-04-2011,Assam,103.8
28-04-2011,West Bengal,104.8
28-04-2011,Jharkhand,104.9
28-04-2011,Odisha,105
28-04-2011,Chhattisgarh,103.9
28-04-2011,Madhya Pradesh,104.1
28-04-2011,Gujarat,105.4
28-04-2011,Maharashtra,104.7
28-04-2011,Andhra Pradesh,103.1
28-04-2011,Karnataka,104.8
28-04-2011,Goa,103.9
28-04-2011,Kerala,107.1
28-04-2011,Tamil Nadu,103.9
29-04-2011,Himachal Pradesh,104.3
29-04-2011,Punjab,104.5
29-04-2011,Chandigarh,103.9
29-04-2011,Uttarakhand,103.9
29-04-2011,Haryana,105
29-04-2011,Rajasthan,103.8
29-04-2011,Uttar Pradesh,104.5
29-04-2011,Bihar,104.1
29-04-2011,Sikkim,103.4
29-04-2011,Arunachal Pradesh,102.9
29-04-2011,Nagaland,102.9
29-04-2011,Manipur,103.8
29-04-2011,Mizoram,105.8
29-04-2011,Tripura,105
29-04-2011,Meghalaya,104.8
29-04-2011,Assam,103.8
29-04-2011,West Bengal,104.8
29-04-2011,Jharkhand,104.9
29-04-2011,Odisha,105
29-04-2011,Chhattisgarh,103.9
29-04-2011,Madhya Pradesh,104.1
29-04-2011,Gujarat,105.4
29-04-2011,Maharashtra,104.7
29-04-2011,Andhra Pradesh,103.1
29-04-2011,Karnataka,104.8
29-04-2011,Goa,103.9
29-04-2011,Kerala,107.1
29-04-2011,Tamil Nadu,103.9
30-04-2011,Himachal Pradesh,104.3
30-04-2011,Punjab,104.5
30-04-2011,Chandigarh,103.9
30-04-2011,Uttarakhand,103.9
30-04-2011,Haryana,105
30-04-2011,Rajasthan,103.8
30-04-2011,Uttar Pradesh,104.5
30-04-2011,Bihar,104.1
30-04-2011,Sikkim,103.4
30-04-2011,Arunachal Pradesh,102.9
30-04-2011,Nagaland,102.9
30-04-2011,Manipur,103.8
30-04-2011,Mizoram,105.8
30-04-2011,Tripura,105
30-04-2011,Meghalaya,104.8
30-04-2011,Assam,103.8
30-04-2011,West Bengal,104.8
30-04-2011,Jharkhand,104.9
30-04-2011,Odisha,105
30-04-2011,Chhattisgarh,103.9
30-04-2011,Madhya Pradesh,104.1
30-04-2011,Gujarat,105.4
30-04-2011,Maharashtra,104.7
30-04-2011,Andhra Pradesh,103.1
30-04-2011,Karnataka,104.8
30-04-2011,Goa,103.9
30-04-2011,Kerala,107.1
30-04-2011,Tamil Nadu,103.9
01-05-2011,Himachal Pradesh,104.3
01-05-2011,Punjab,104.5
01-05-2011,Chandigarh,103.9
01-05-2011,Uttarakhand,103.9
01-05-2011,Haryana,105
01-05-2011,Rajasthan,103.8
01-05-2011,Uttar Pradesh,104.5
01-05-2011,Bihar,104.1
01-05-2011,Sikkim,103.4
01-05-2011,Arunachal Pradesh,102.9
01-05-2011,Nagaland,102.9
01-05-2011,Manipur,103.8
01-05-2011,Mizoram,105.8
01-05-2011,Tripura,105
01-05-2011,Meghalaya,104.8
01-05-2011,Assam,103.8
01-05-2011,West Bengal,104.8
01-05-2011,Jharkhand,104.9
01-05-2011,Odisha,105
01-05-2011,Chhattisgarh,103.9
01-05-2011,Madhya Pradesh,104.1
01-05-2011,Gujarat,105.4
01-05-2011,Maharashtra,104.7
01-05-2011,Andhra Pradesh,103.1
01-05-2011,Karnataka,104.8
01-05-2011,Goa,103.9
01-05-2011,Kerala,107.1
01-05-2011,Tamil Nadu,103.9
02-05-2011,Himachal Pradesh,104.3
02-05-2011,Punjab,104.5
02-05-2011,Chandigarh,103.9
02-05-2011,Uttarakhand,103.9
02-05-2011,Haryana,105
02-05-2011,Rajasthan,103.8
02-05-2011,Uttar Pradesh,104.5
02-05-2011,Bihar,104.1
02-05-2011,Sikkim,103.4
02-05-2011,Arunachal Pradesh,102.9
02-05-2011,Nagaland,102.9
02-05-2011,Manipur,103.8
02-05-2011,Mizoram,105.8
02-05-2011,Tripura,105
02-05-2011,Meghalaya,104.8
02-05-2011,Assam,103.8
02-05-2011,West Bengal,104.8
02-05-2011,Jharkhand,104.9
02-05-2011,Odisha,105
02-05-2011,Chhattisgarh,103.9
02-05-2011,Madhya Pradesh,104.1
02-05-2011,Gujarat,105.4
02-05-2011,Maharashtra,104.7
02-05-2011,Andhra Pradesh,103.1
02-05-2011,Karnataka,104.8
02-05-2011,Goa,103.9
02-05-2011,Kerala,107.1
02-05-2011,Tamil Nadu,103.9
03-05-2011,Himachal Pradesh,104.3
03-05-2011,Punjab,104.5
03-05-2011,Chandigarh,103.9
03-05-2011,Uttarakhand,103.9
03-05-2011,Haryana,105
03-05-2011,Rajasthan,103.8
03-05-2011,Uttar Pradesh,104.5
03-05-2011,Bihar,104.1
03-05-2011,Sikkim,103.4
03-05-2011,Arunachal Pradesh,102.9
03-05-2011,Nagaland,102.9
03-05-2011,Manipur,103.8
03-05-2011,Mizoram,105.8
03-05-2011,Tripura,105
03-05-2011,Meghalaya,104.8
03-05-2011,Assam,103.8
03-05-2011,West Bengal,104.8
03-05-2011,Jharkhand,104.9
03-05-2011,Odisha,105
03-05-2011,Chhattisgarh,103.9
03-05-2011,Madhya Pradesh,104.1
03-05-2011,Gujarat,105.4
03-05-2011,Maharashtra,104.7
03-05-2011,Andhra Pradesh,103.1
03-05-2011,Karnataka,104.8
03-05-2011,Goa,103.9
03-05-2011,Kerala,107.1
03-05-2011,Tamil Nadu,103.9
04-05-2011,Himachal Pradesh,104.3
04-05-2011,Punjab,104.5
04-05-2011,Chandigarh,103.9
04-05-2011,Uttarakhand,103.9
04-05-2011,Haryana,105
04-05-2011,Rajasthan,103.8
04-05-2011,Uttar Pradesh,104.5
04-05-2011,Bihar,104.1
04-05-2011,Sikkim,103.4
04-05-2011,Arunachal Pradesh,102.9
04-05-2011,Nagaland,102.9
04-05-2011,Manipur,103.8
04-05-2011,Mizoram,105.8
04-05-2011,Tripura,105
04-05-2011,Meghalaya,104.8
04-05-2011,Assam,103.8
04-05-2011,West Bengal,104.8
04-05-2011,Jharkhand,104.9
04-05-2011,Odisha,105
04-05-2011,Chhattisgarh,103.9
04-05-2011,Madhya Pradesh,104.1
04-05-2011,Gujarat,105.4
04-05-2011,Maharashtra,104.7
04-05-2011,Andhra Pradesh,103.1
04-05-2011,Karnataka,104.8
04-05-2011,Goa,103.9
04-05-2011,Kerala,107.1
04-05-2011,Tamil Nadu,103.9
05-05-2011,Himachal Pradesh,104.3
05-05-2011,Punjab,104.5
05-05-2011,Chandigarh,103.9
05-05-2011,Uttarakhand,103.9
05-05-2011,Haryana,105
05-05-2011,Rajasthan,103.8
05-05-2011,Uttar Pradesh,104.5
05-05-2011,Bihar,104.1
05-05-2011,Sikkim,103.4
05-05-2011,Arunachal Pradesh,102.9
05-05-2011,Nagaland,102.9
05-05-2011,Manipur,103.8
05-05-2011,Mizoram,105.8
05-05-2011,Tripura,105
05-05-2011,Meghalaya,104.8
05-05-2011,Assam,103.8
05-05-2011,West Bengal,104.8
05-05-2011,Jharkhand,104.9
05-05-2011,Odisha,105
05-05-2011,Chhattisgarh,103.9
05-05-2011,Madhya Pradesh,104.1
05-05-2011,Gujarat,105.4
05-05-2011,Maharashtra,104.7
05-05-2011,Andhra Pradesh,103.1
05-05-2011,Karnataka,104.8
05-05-2011,Goa,103.9
05-05-2011,Kerala,107.1
05-05-2011,Tamil Nadu,103.9
06-05-2011,Himachal Pradesh,104.3
06-05-2011,Punjab,104.5
06-05-2011,Chandigarh,103.9
06-05-2011,Uttarakhand,103.9
06-05-2011,Haryana,105
06-05-2011,Rajasthan,103.8
06-05-2011,Uttar Pradesh,104.5
06-05-2011,Bihar,104.1
06-05-2011,Sikkim,103.4
06-05-2011,Arunachal Pradesh,102.9
06-05-2011,Nagaland,102.9
06-05-2011,Manipur,103.8
06-05-2011,Mizoram,105.8
06-05-2011,Tripura,105
06-05-2011,Meghalaya,104.8
06-05-2011,Assam,103.8
06-05-2011,West Bengal,104.8
06-05-2011,Jharkhand,104.9
06-05-2011,Odisha,105
06-05-2011,Chhattisgarh,103.9
06-05-2011,Madhya Pradesh,104.1
06-05-2011,Gujarat,105.4
06-05-2011,Maharashtra,104.7
06-05-2011,Andhra Pradesh,103.1
06-05-2011,Karnataka,104.8
06-05-2011,Goa,103.9
06-05-2011,Kerala,107.1
06-05-2011,Tamil Nadu,103.9
07-05-2011,Himachal Pradesh,104.3
07-05-2011,Punjab,104.5
07-05-2011,Chandigarh,103.9
07-05-2011,Uttarakhand,103.9
07-05-2011,Haryana,105
07-05-2011,Rajasthan,103.8
07-05-2011,Uttar Pradesh,104.5
07-05-2011,Bihar,104.1
07-05-2011,Sikkim,103.4
07-05-2011,Arunachal Pradesh,102.9
07-05-2011,Nagaland,102.9
07-05-2011,Manipur,103.8
07-05-2011,Mizoram,105.8
07-05-2011,Tripura,105
07-05-2011,Meghalaya,104.8
07-05-2011,Assam,103.8
07-05-2011,West Bengal,104.8
07-05-2011,Jharkhand,104.9
07-05-2011,Odisha,105
07-05-2011,Chhattisgarh,103.9
07-05-2011,Madhya Pradesh,104.1
07-05-2011,Gujarat,105.4
07-05-2011,Maharashtra,104.7
07-05-2011,Andhra Pradesh,103.1
07-05-2011,Karnataka,104.8
07-05-2011,Goa,103.9
07-05-2011,Kerala,107.1
07-05-2011,Tamil Nadu,103.9
08-05-2011,Himachal Pradesh,104.3
08-05-2011,Punjab,104.5
08-05-2011,Chandigarh,103.9
08-05-2011,Uttarakhand,103.9
08-05-2011,Haryana,105
08-05-2011,Rajasthan,103.8
08-05-2011,Uttar Pradesh,104.5
08-05-2011,Bihar,104.1
08-05-2011,Sikkim,103.4
08-05-2011,Arunachal Pradesh,102.9
08-05-2011,Nagaland,102.9
08-05-2011,Manipur,103.8
08-05-2011,Mizoram,105.8
08-05-2011,Tripura,105
08-05-2011,Meghalaya,104.8
08-05-2011,Assam,103.8
08-05-2011,West Bengal,104.8
08-05-2011,Jharkhand,104.9
08-05-2011,Odisha,105
08-05-2011,Chhattisgarh,103.9
08-05-2011,Madhya Pradesh,104.1
08-05-2011,Gujarat,105.4
08-05-2011,Maharashtra,104.7
08-05-2011,Andhra Pradesh,103.1
08-05-2011,Karnataka,104.8
08-05-2011,Goa,103.9
08-05-2011,Kerala,107.1
08-05-2011,Tamil Nadu,103.9
09-05-2011,Himachal Pradesh,104.3
09-05-2011,Punjab,104.5
09-05-2011,Chandigarh,103.9
09-05-2011,Uttarakhand,103.9
09-05-2011,Haryana,105
09-05-2011,Rajasthan,103.8
09-05-2011,Uttar Pradesh,104.5
09-05-2011,Bihar,104.1
09-05-2011,Sikkim,103.4
09-05-2011,Arunachal Pradesh,102.9
09-05-2011,Nagaland,102.9
09-05-2011,Manipur,103.8
09-05-2011,Mizoram,105.8
09-05-2011,Tripura,105
09-05-2011,Meghalaya,104.8
09-05-2011,Assam,103.8
09-05-2011,West Bengal,104.8
09-05-2011,Jharkhand,104.9
09-05-2011,Odisha,105
09-05-2011,Chhattisgarh,103.9
09-05-2011,Madhya Pradesh,104.1
09-05-2011,Gujarat,105.4
09-05-2011,Maharashtra,104.7
09-05-2011,Andhra Pradesh,103.1
09-05-2011,Karnataka,104.8
09-05-2011,Goa,103.9
09-05-2011,Kerala,107.1
09-05-2011,Tamil Nadu,103.9
10-05-2011,Himachal Pradesh,104.3
10-05-2011,Punjab,104.5
10-05-2011,Chandigarh,103.9
10-05-2011,Uttarakhand,103.9
10-05-2011,Haryana,105
10-05-2011,Rajasthan,103.8
10-05-2011,Uttar Pradesh,104.5
10-05-2011,Bihar,104.1
10-05-2011,Sikkim,103.4
10-05-2011,Arunachal Pradesh,102.9
10-05-2011,Nagaland,102.9
10-05-2011,Manipur,103.8
10-05-2011,Mizoram,105.8
10-05-2011,Tripura,105
10-05-2011,Meghalaya,104.8
10-05-2011,Assam,103.8
10-05-2011,West Bengal,104.8
10-05-2011,Jharkhand,104.9
10-05-2011,Odisha,105
10-05-2011,Chhattisgarh,103.9
10-05-2011,Madhya Pradesh,104.1
10-05-2011,Gujarat,105.4
10-05-2011,Maharashtra,104.7
10-05-2011,Andhra Pradesh,103.1
10-05-2011,Karnataka,104.8
10-05-2011,Goa,103.9
10-05-2011,Kerala,107.1
10-05-2011,Tamil Nadu,103.9
11-05-2011,Himachal Pradesh,104.3
11-05-2011,Punjab,104.5
11-05-2011,Chandigarh,103.9
11-05-2011,Uttarakhand,103.9
11-05-2011,Haryana,105
11-05-2011,Rajasthan,103.8
11-05-2011,Uttar Pradesh,104.5
11-05-2011,Bihar,104.1
11-05-2011,Sikkim,103.4
11-05-2011,Arunachal Pradesh,102.9
11-05-2011,Nagaland,102.9
11-05-2011,Manipur,103.8
11-05-2011,Mizoram,105.8
11-05-2011,Tripura,105
11-05-2011,Meghalaya,104.8
11-05-2011,Assam,103.8
11-05-2011,West Bengal,104.8
11-05-2011,Jharkhand,104.9
11-05-2011,Odisha,105
11-05-2011,Chhattisgarh,103.9
11-05-2011,Madhya Pradesh,104.1
11-05-2011,Gujarat,105.4
11-05-2011,Maharashtra,104.7
11-05-2011,Andhra Pradesh,103.1
11-05-2011,Karnataka,104.8
11-05-2011,Goa,103.9
11-05-2011,Kerala,107.1
11-05-2011,Tamil Nadu,103.9
12-05-2011,Himachal Pradesh,104.3
12-05-2011,Punjab,104.5
12-05-2011,Chandigarh,103.9
12-05-2011,Uttarakhand,103.9
12-05-2011,Haryana,105
12-05-2011,Rajasthan,103.8
12-05-2011,Uttar Pradesh,104.5
12-05-2011,Bihar,104.1
12-05-2011,Sikkim,103.4
12-05-2011,Arunachal Pradesh,102.9
12-05-2011,Nagaland,102.9
12-05-2011,Manipur,103.8
12-05-2011,Mizoram,105.8
12-05-2011,Tripura,105
12-05-2011,Meghalaya,104.8
12-05-2011,Assam,103.8
12-05-2011,West Bengal,104.8
12-05-2011,Jharkhand,104.9
12-05-2011,Odisha,105
12-05-2011,Chhattisgarh,103.9
12-05-2011,Madhya Pradesh,104.1
12-05-2011,Gujarat,105.4
12-05-2011,Maharashtra,104.7
12-05-2011,Andhra Pradesh,103.1
12-05-2011,Karnataka,104.8
12-05-2011,Goa,103.9
12-05-2011,Kerala,107.1
12-05-2011,Tamil Nadu,103.9
13-05-2011,Himachal Pradesh,104.3
13-05-2011,Punjab,104.5
13-05-2011,Chandigarh,103.9
13-05-2011,Uttarakhand,103.9
13-05-2011,Haryana,105
13-05-2011,Rajasthan,103.8
13-05-2011,Uttar Pradesh,104.5
13-05-2011,Bihar,104.1
13-05-2011,Sikkim,103.4
13-05-2011,Arunachal Pradesh,102.9
13-05-2011,Nagaland,102.9
13-05-2011,Manipur,103.8
13-05-2011,Mizoram,105.8
13-05-2011,Tripura,105
13-05-2011,Meghalaya,104.8
13-05-2011,Assam,103.8
13-05-2011,West Bengal,104.8
13-05-2011,Jharkhand,104.9
13-05-2011,Odisha,105
13-05-2011,Chhattisgarh,103.9
13-05-2011,Madhya Pradesh,104.1
13-05-2011,Gujarat,105.4
13-05-2011,Maharashtra,104.7
13-05-2011,Andhra Pradesh,103.1
13-05-2011,Karnataka,104.8
13-05-2011,Goa,103.9
13-05-2011,Kerala,107.1
13-05-2011,Tamil Nadu,103.9
14-05-2011,Himachal Pradesh,104.3
14-05-2011,Punjab,104.5
14-05-2011,Chandigarh,103.9
14-05-2011,Uttarakhand,103.9
14-05-2011,Haryana,105
14-05-2011,Rajasthan,103.8
14-05-2011,Uttar Pradesh,104.5
14-05-2011,Bihar,104.1
14-05-2011,Sikkim,103.4
14-05-2011,Arunachal Pradesh,102.9
14-05-2011,Nagaland,102.9
14-05-2011,Manipur,103.8
14-05-2011,Mizoram,105.8
14-05-2011,Tripura,105
14-05-2011,Meghalaya,104.8
14-05-2011,Assam,103.8
14-05-2011,West Bengal,104.8
14-05-2011,Jharkhand,104.9
14-05-2011,Odisha,105
14-05-2011,Chhattisgarh,103.9
14-05-2011,Madhya Pradesh,104.1
14-05-2011,Gujarat,105.4
14-05-2011,Maharashtra,104.7
14-05-2011,Andhra Pradesh,103.1
14-05-2011,Karnataka,104.8
14-05-2011,Goa,103.9
14-05-2011,Kerala,107.1
14-05-2011,Tamil Nadu,103.9
15-05-2011,Himachal Pradesh,104.8
15-05-2011,Punjab,105.3
15-05-2011,Chandigarh,104.6
15-05-2011,Uttarakhand,105.3
15-05-2011,Haryana,105.5
15-05-2011,Rajasthan,104.5
15-05-2011,Uttar Pradesh,104.9
15-05-2011,Bihar,104.6
15-05-2011,Sikkim,103.7
15-05-2011,Arunachal Pradesh,103.8
15-05-2011,Nagaland,103.8
15-05-2011,Manipur,104.1
15-05-2011,Mizoram,107.3
15-05-2011,Tripura,105.3
15-05-2011,Meghalaya,105.6
15-05-2011,Assam,104.6
15-05-2011,West Bengal,105.2
15-05-2011,Jharkhand,105.1
15-05-2011,Odisha,105.8
15-05-2011,Chhattisgarh,104.3
15-05-2011,Madhya Pradesh,104.8
15-05-2011,Gujarat,106
15-05-2011,Maharashtra,105.2
15-05-2011,Andhra Pradesh,103.6
15-05-2011,Karnataka,105.4
15-05-2011,Goa,104.3
15-05-2011,Kerala,107.9
15-05-2011,Tamil Nadu,104.6
16-05-2011,Himachal Pradesh,104.8
16-05-2011,Punjab,105.3
16-05-2011,Chandigarh,104.6
16-05-2011,Uttarakhand,105.3
16-05-2011,Haryana,105.5
16-05-2011,Rajasthan,104.5
16-05-2011,Uttar Pradesh,104.9
16-05-2011,Bihar,104.6
16-05-2011,Sikkim,103.7
16-05-2011,Arunachal Pradesh,103.8
16-05-2011,Nagaland,103.8
16-05-2011,Manipur,104.1
16-05-2011,Mizoram,107.3
16-05-2011,Tripura,105.3
16-05-2011,Meghalaya,105.6
16-05-2011,Assam,104.6
16-05-2011,West Bengal,105.2
16-05-2011,Jharkhand,105.1
16-05-2011,Odisha,105.8
16-05-2011,Chhattisgarh,104.3
16-05-2011,Madhya Pradesh,104.8
16-05-2011,Gujarat,106
16-05-2011,Maharashtra,105.2
16-05-2011,Andhra Pradesh,103.6
16-05-2011,Karnataka,105.4
16-05-2011,Goa,104.3
16-05-2011,Kerala,107.9
16-05-2011,Tamil Nadu,104.6
17-05-2011,Himachal Pradesh,104.8
17-05-2011,Punjab,105.3
17-05-2011,Chandigarh,104.6
17-05-2011,Uttarakhand,105.3
17-05-2011,Haryana,105.5
17-05-2011,Rajasthan,104.5
17-05-2011,Uttar Pradesh,104.9
17-05-2011,Bihar,104.6
17-05-2011,Sikkim,103.7
17-05-2011,Arunachal Pradesh,103.8
17-05-2011,Nagaland,103.8
17-05-2011,Manipur,104.1
17-05-2011,Mizoram,107.3
17-05-2011,Tripura,105.3
17-05-2011,Meghalaya,105.6
17-05-2011,Assam,104.6
17-05-2011,West Bengal,105.2
17-05-2011,Jharkhand,105.1
17-05-2011,Odisha,105.8
17-05-2011,Chhattisgarh,104.3
17-05-2011,Madhya Pradesh,104.8
17-05-2011,Gujarat,106
17-05-2011,Maharashtra,105.2
17-05-2011,Andhra Pradesh,103.6
17-05-2011,Karnataka,105.4
17-05-2011,Goa,104.3
17-05-2011,Kerala,107.9
17-05-2011,Tamil Nadu,104.6
18-05-2011,Himachal Pradesh,104.8
18-05-2011,Punjab,105.3
18-05-2011,Chandigarh,104.6
18-05-2011,Uttarakhand,105.3
18-05-2011,Haryana,105.5
18-05-2011,Rajasthan,104.5
18-05-2011,Uttar Pradesh,104.9
18-05-2011,Bihar,104.6
18-05-2011,Sikkim,103.7
18-05-2011,Arunachal Pradesh,103.8
18-05-2011,Nagaland,103.8
18-05-2011,Manipur,104.1
18-05-2011,Mizoram,107.3
18-05-2011,Tripura,105.3
18-05-2011,Meghalaya,105.6
18-05-2011,Assam,104.6
18-05-2011,West Bengal,105.2
18-05-2011,Jharkhand,105.1
18-05-2011,Odisha,105.8
18-05-2011,Chhattisgarh,104.3
18-05-2011,Madhya Pradesh,104.8
18-05-2011,Gujarat,106
18-05-2011,Maharashtra,105.2
18-05-2011,Andhra Pradesh,103.6
18-05-2011,Karnataka,105.4
18-05-2011,Goa,104.3
18-05-2011,Kerala,107.9
18-05-2011,Tamil Nadu,104.6
19-05-2011,Himachal Pradesh,104.8
19-05-2011,Punjab,105.3
19-05-2011,Chandigarh,104.6
19-05-2011,Uttarakhand,105.3
19-05-2011,Haryana,105.5
19-05-2011,Rajasthan,104.5
19-05-2011,Uttar Pradesh,104.9
19-05-2011,Bihar,104.6
19-05-2011,Sikkim,103.7
19-05-2011,Arunachal Pradesh,103.8
19-05-2011,Nagaland,103.8
19-05-2011,Manipur,104.1
19-05-2011,Mizoram,107.3
19-05-2011,Tripura,105.3
19-05-2011,Meghalaya,105.6
19-05-2011,Assam,104.6
19-05-2011,West Bengal,105.2
19-05-2011,Jharkhand,105.1
19-05-2011,Odisha,105.8
19-05-2011,Chhattisgarh,104.3
19-05-2011,Madhya Pradesh,104.8
19-05-2011,Gujarat,106
19-05-2011,Maharashtra,105.2
19-05-2011,Andhra Pradesh,103.6
19-05-2011,Karnataka,105.4
19-05-2011,Goa,104.3
19-05-2011,Kerala,107.9
19-05-2011,Tamil Nadu,104.6
20-05-2011,Himachal Pradesh,104.8
20-05-2011,Punjab,105.3
20-05-2011,Chandigarh,104.6
20-05-2011,Uttarakhand,105.3
20-05-2011,Haryana,105.5
20-05-2011,Rajasthan,104.5
20-05-2011,Uttar Pradesh,104.9
20-05-2011,Bihar,104.6
20-05-2011,Sikkim,103.7
20-05-2011,Arunachal Pradesh,103.8
20-05-2011,Nagaland,103.8
20-05-2011,Manipur,104.1
20-05-2011,Mizoram,107.3
20-05-2011,Tripura,105.3
20-05-2011,Meghalaya,105.6
20-05-2011,Assam,104.6
20-05-2011,West Bengal,105.2
20-05-2011,Jharkhand,105.1
20-05-2011,Odisha,105.8
20-05-2011,Chhattisgarh,104.3
20-05-2011,Madhya Pradesh,104.8
20-05-2011,Gujarat,106
20-05-2011,Maharashtra,105.2
20-05-2011,Andhra Pradesh,103.6
20-05-2011,Karnataka,105.4
20-05-2011,Goa,104.3
20-05-2011,Kerala,107.9
20-05-2011,Tamil Nadu,104.6
21-05-2011,Himachal Pradesh,104.8
21-05-2011,Punjab,105.3
21-05-2011,Chandigarh,104.6
21-05-2011,Uttarakhand,105.3
21-05-2011,Haryana,105.5
21-05-2011,Rajasthan,104.5
21-05-2011,Uttar Pradesh,104.9
21-05-2011,Bihar,104.6
21-05-2011,Sikkim,103.7
21-05-2011,Arunachal Pradesh,103.8
21-05-2011,Nagaland,103.8
21-05-2011,Manipur,104.1
21-05-2011,Mizoram,107.3
21-05-2011,Tripura,105.3
21-05-2011,Meghalaya,105.6
21-05-2011,Assam,104.6
21-05-2011,West Bengal,105.2
21-05-2011,Jharkhand,105.1
21-05-2011,Odisha,105.8
21-05-2011,Chhattisgarh,104.3
21-05-2011,Madhya Pradesh,104.8
21-05-2011,Gujarat,106
21-05-2011,Maharashtra,105.2
21-05-2011,Andhra Pradesh,103.6
21-05-2011,Karnataka,105.4
21-05-2011,Goa,104.3
21-05-2011,Kerala,107.9
21-05-2011,Tamil Nadu,104.6
22-05-2011,Himachal Pradesh,104.8
22-05-2011,Punjab,105.3
22-05-2011,Chandigarh,104.6
22-05-2011,Uttarakhand,105.3
22-05-2011,Haryana,105.5
22-05-2011,Rajasthan,104.5
22-05-2011,Uttar Pradesh,104.9
22-05-2011,Bihar,104.6
22-05-2011,Sikkim,103.7
22-05-2011,Arunachal Pradesh,103.8
22-05-2011,Nagaland,103.8
22-05-2011,Manipur,104.1
22-05-2011,Mizoram,107.3
22-05-2011,Tripura,105.3
22-05-2011,Meghalaya,105.6
22-05-2011,Assam,104.6
22-05-2011,West Bengal,105.2
22-05-2011,Jharkhand,105.1
22-05-2011,Odisha,105.8
22-05-2011,Chhattisgarh,104.3
22-05-2011,Madhya Pradesh,104.8
22-05-2011,Gujarat,106
22-05-2011,Maharashtra,105.2
22-05-2011,Andhra Pradesh,103.6
22-05-2011,Karnataka,105.4
22-05-2011,Goa,104.3
22-05-2011,Kerala,107.9
22-05-2011,Tamil Nadu,104.6
23-05-2011,Himachal Pradesh,104.8
23-05-2011,Punjab,105.3
23-05-2011,Chandigarh,104.6
23-05-2011,Uttarakhand,105.3
23-05-2011,Haryana,105.5
